table,we_read,row_count,saldo_col,total_usd,total_mmusd,all_cols,file,period
Vencimientos de la Deuda en Situación de Pago Normal,True,11554,Principal en Dólares,281776493761.2553,281776.5,BOLETIN; Nombre de la Operación; Día; Año; Mes; Tipo de Tasa; Moneda de Origen; Descripción; Fecha de Servicio; Principal en Moneda del Prestamo; Interes en Moneda del Prestamo; Principal en Dólares; Interes en Dólares,basesigade 2017-31-03.mdb,03/2017
Atrasos de Deuda a Reestructurar,True,110,Saldo en Dólares,107431948.79553269,107.4,Tipo de deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; TIPO MORA; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2017-31-12.mdb,12/2017
Atrasos de Deuda no Presentada al Canje,True,1044,Saldo en Dólares,2352042680.1738796,2352.0,Tipo de Deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; Tipo de Mora; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2017-31-12.mdb,12/2017
Saldo de Deuda a Reestructurar,True,0,Saldo en Dólares,,,Clasificación de la Deuda; Nombre de la Operación; Tipo de Tasa; Moneda del Prestamo; Descripción; Fecha de Firma; Saldo en Moneda de Origen; Saldo en Dólares,basesigade 2017-31-12.mdb,12/2017
Saldo de Deuda en Situación de Pago Normal,True,641,Saldo en Dólares,317950840871.9391,317950.8,Clasificación de la Deuda; Nombre de la Operación; Tipo de Tasa; Moneda del Prestamo; Descripcin; Fecha de Firma; Saldo en Moneda de Origen; Saldo en Dólares,basesigade 2017-31-12.mdb,12/2017
Saldo de Deuda no Presentada al Canje,True,16,Saldo en Dólares,524467811.00357616,524.5,Clasificación de la Deuda; Nombre de la Operacioón; Tipo de Tasa; Moneda del Prestamo; Descripción; Fecha de Firma; Saldo en Moneda de Origen; Saldo en Dólares,basesigade 2017-31-12.mdb,12/2017
Tipos de Cambio,False,17,,,,Fecha; Moneda; Descripción; Tipo de Cambio,basesigade 2017-31-12.mdb,12/2017
Vencimientos de la Deuda en Situación de Pago Normal,True,13602,Principal en Dólares,317950840822.9127,317950.8,BOLETIN; Nombre de la Operación; Día; Año; Mes; Tipo de Tasa; Moneda de Origen; Descripción; Fecha de Servicio; Principal en Moneda del Prestamo; Interes en Moneda del Prestamo; Principal en Dólares; Interes en Dólares,basesigade 2017-31-12.mdb,12/2017
Deuda a Reestructurar,True,110,Saldo en Dólares,105715633.05867787,105.7,Tipo de deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; TIPO MORA; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2018-30-06.mdb,06/2018
Deuda elegible pendiente de reestructuración,False,1044,Saldo en Dólares,2827540680.8396707,2827.5,Tipo de Deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; Servicio; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2018-30-06.mdb,06/2018
Saldo de Deuda en Situación de Pago Normal,True,629,Saldo en Dólares,324233482052.8617,324233.5,Clasificación de la Deuda; Nombre de la Operación; Tipo de Tasa; Moneda del Prestamo; Descripcin; Fecha de Firma; Saldo en Moneda de Origen; Saldo en Dólares,basesigade 2018-30-06.mdb,06/2018
Tipos de Cambio,False,19,,,,Fecha; Moneda; Descripción; Tipo de Cambio,basesigade 2018-30-06.mdb,06/2018
Vencimientos de la Deuda en Situación de Pago Normal,True,13652,Principal en Dólares,324233482172.3921,324233.5,BOLETIN; Nombre de la Operación; Día; Año; Mes; Tipo de Tasa; Moneda de Origen; Descripción; Fecha de Servicio; Principal en Moneda del Prestamo; Interes en Moneda del Prestamo; Principal en Dólares; Interes en Dólares,basesigade 2018-30-06.mdb,06/2018
Deuda a Reestructurar,True,110,Saldo en Dólares,104990058.60190332,105.0,Tipo de deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; TIPO MORA; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2018-30-09.mdb,09/2018
Deuda elegible pendiente de reestructuración,False,1044,Saldo en Dólares,2805261228.987928,2805.3,Tipo de Deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; Servicio; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2018-30-09.mdb,09/2018
Saldo de Deuda en Situación de Pago Normal,True,626,Saldo en Dólares,304746207934.7656,304746.2,Clasificación de la Deuda; Nombre de la Operación; Tipo de Tasa; Moneda del Prestamo; Descripcin; Fecha de Firma; Saldo en Moneda de Origen; Saldo en Dólares,basesigade 2018-30-09.mdb,09/2018
Tipos de Cambio,False,19,,,,Fecha; Moneda; Descripción; Tipo de Cambio,basesigade 2018-30-09.mdb,09/2018
Vencimientos de la Deuda en Situación de Pago Normal,True,13560,Principal en Dólares,304746207932.832,304746.2,BOLETIN; Nombre de la Operación; Día; Año; Mes; Tipo de Tasa; Moneda de Origen; Descripción; Fecha de Servicio; Principal en Moneda del Prestamo; Interes en Moneda del Prestamo; Principal en Dólares; Interes en Dólares,basesigade 2018-30-09.mdb,09/2018
Deuda a Reestructurar,True,110,Saldo en Dólares,108246646.43851285,108.2,Tipo de deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; TIPO MORA; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2018-31-03.mdb,03/2018
Deuda elegible pendiente de reestructuración,False,1044,Saldo en Dólares,2903908335.105699,2903.9,Tipo de Deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; Servicio; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2018-31-03.mdb,03/2018
Saldo de Deuda en Situación de Pago Normal,True,637,Saldo en Dólares,328469017732.90875,328469.0,Clasificación de la Deuda; Nombre de la Operación; Tipo de Tasa; Moneda del Prestamo; Descripcin; Fecha de Firma; Saldo en Moneda de Origen; Saldo en Dólares,basesigade 2018-31-03.mdb,03/2018
Tipos de Cambio,False,17,,,,Fecha; Moneda; Descripción; Tipo de Cambio,basesigade 2018-31-03.mdb,03/2018
Vencimientos de la Deuda en Situación de Pago Normal,True,13441,Principal en Dólares,328469017689.2544,328469.0,BOLETIN; Nombre de la Operación; Día; Año; Mes; Tipo de Tasa; Moneda de Origen; Descripción; Fecha de Servicio; Principal en Moneda del Prestamo; Interes en Moneda del Prestamo; Principal en Dólares; Interes en Dólares,basesigade 2018-31-03.mdb,03/2018
Deuda a Reestructurar,True,110,Saldo en Dólares,104835128.19105786,104.8,Tipo de deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; TIPO MORA; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2018-31-12.mdb,12/2018
Deuda elegible pendiente de reestructuración,False,1044,Saldo en Dólares,2805421725.001059,2805.4,Tipo de Deuda; Nombre de la Operación; Moneda del Prestamo; Descripcion; Fecha de Servicio; Servicio; SumaDeMonto en M de Origen; Saldo en Dólares,basesigade 2018-31-12.mdb,12/2018
Saldo de Deuda en Situación de Pago Normal,True,721,Saldo en Dólares,329281546307.53015,329281.5,Clasificación de la Deuda; Nombre de la Operación; Tipo de Tasa; Moneda del Prestamo; Descripcin; Fecha de Firma; Saldo en Moneda de Origen; Saldo en Dólares,basesigade 2018-31-12.mdb,12/2018
Tipos de Cambio,False,19,,,,Fecha; Moneda; Descripción; Tipo de Cambio,basesigade 2018-31-12.mdb,12/2018
Vencimientos de la Deuda en Situación de Pago Normal,True,15717,Principal en Dólares,329281546267.218,329281.5,BOLETIN; Nombre de la Operación; Día; Año; Mes; Tipo de Tasa; Moneda de Origen; Descripción; Fecha de Servicio; Principal en Moneda del Prestamo; Interes en Moneda del Prestamo; Principal en Dólares; Interes en Dólares,basesigade 2018-31-12.mdb,12/2018
